Time,Temp,RH,Fig1v,Fig2v,ELT,e2vO3,e2vNO2,AH,Fig1r,Fig2r,Actd,Acet,Benz,C8,C9,Form,Meth,Tol,CH4,CO,O3,NO2,CO2,T_Plat,RH_Plat,H2S,TimeL
735809.14375,22.8,59.525,27.375,22,174.625,26.25,49.25,0.0199780221155919,0.652596971593387,0.862603305785124,0.867,3.71575,0.16,0.109,0.05125,3.60025,9.61775,0.13725,2.01175,94.059625,31.7625,9.415,403.3545,20.35,72.575,0.173,735808.89375
735809.146868056,22.66,60.19,27.2,21.4,174.1,25.2,41.6,0.0200269364522786,0.656900115681478,0.887790240062967,0.865,3.729,0.2136,0.1456,0.0564,3.2888,9.297,0.197,2.0174,92.55716,32.508,8.846,401.415,20.302,72.82,-0.164,735808.896868056
735809.15033912,22.74,59.91,27.6,21.6,174,24.8,43.7,0.0200208346153122,0.6471904572263,0.879394595303686,0.879,3.684,0.182,0.1292,0.0538,3.1288,9.7584,0.2106,2.00526,93.85,32.478,8.204,400.7748,20.222,72.912,-0.0392,735808.90033912
735809.153460648,22.65,59.925,27,21.5,173.5,24.75,46.5,0.0199383486538721,0.661754944909067,0.883592417683327,0.8325,3.7245,0.1585,0.13575,0.0635,3.155,10.0385,0.19225,2.00775,98.445875,32.1075,7.95,402.773,20.0125,73.395,0.11725,735808.903460648
735809.156238426,22.5875,59.95,27,21,174.5,24,39.375,0.0198585330069801,0.661754944909067,0.90458152958153,0.849,3.78025,0.14025,0.1315,0.055,2.98475,9.6685,0.15575,2.006125,99.8563,33.7125,6.9675,401.17275,20.0075,73.255,-0.09175,735808.906238426
735809.159016204,22.5,60.1,27,21.75,174.125,24.875,47.875,0.0198066621623708,0.661754944909067,0.873097861734225,0.851666666666667,3.70675,0.23325,0.197,0.07,3.227,9.82375,0.28875,2.0248,101.054025,31.9875,6.485,402.51875,19.825,73.73,0.03325,735808.909016204
735809.162140046,22.34,60.5,27.7,22,174.6,26.6,59,0.0197451054612865,0.644718907801345,0.862603305785124,0.8586,3.7332,0.183,0.164,0.07,2.9938,9.7986,0.256,2.00048,104.44202,29.242,7.772,405.4516,19.496,74.816,-0.1028,735808.912140046
735809.165279224,22.175,61.15,27.25,22,174.5,26.75,61.75,0.0197577586465719,0.65568640837458,0.862603305785124,0.90975,3.98275,0.236,0.1995,0.07875,3.10775,10.6205,0.2945,2.0199,102.092975,29.4925,8.8675,403.74175,19.37,75.2225,0.047,735808.915279224
735809.168055556,22.1,61.35,27,21,173.875,26.25,65.75,0.0197318663144658,0.661754944909067,0.90458152958153,0.95625,4.0275,0.21675,0.20875,0.0765,3.491,10.185,0.30925,2.020625,99.612525,28.62,8.5425,403.973,19.355,74.9575,-0.38575,735808.918055556
735809.171167824,21.98,61.54,27.4,21,174.6,25.8,60,0.0196484664343235,0.652045286453889,0.90458152958153,1.0124,3.9272,0.356,0.2368,0.08,3.69875,10.7574,0.338,2.0603,101.74776,28.698,9.098,405.845,19.2,75.35,0.066,735808.921167824
735809.174293982,21.9,61.5875,28.25,21.5,175.875,25.75,55.25,0.0195757580497322,0.632249301758633,0.883592417683327,0.945,3.7345,0.17625,0.14225,0.06225,3.02275,11.315,0.1685,2.00435,109.42945,29.8925,9.9125,408.0875,19.4175,74.585,0.022,735808.924293982
735809.177415509,22,61.76,27,20.2,175.9,24.8,51.5,0.0197396596424368,0.661754944909067,0.941522366522367,0.8644,3.575,0.175,0.1558,0.0648,2.9782,9.9932,0.1908,1.95912,94.84508,29.764,8.77,407.3866,19.362,75.08,-0.0946,735808.927415509
735809.180557002,21.9,62.1625,27,20.5,175.25,25,52.25,0.0197505061435013,0.661754944909067,0.927669552669553,0.817,3.62825,0.19425,0.2345,0.10225,2.97025,9.401,0.27525,2.005125,94.667125,29.5625,9.0025,406.99375,19.29,75.4275,-0.0505,735808.930557002
735809.183333333,21.775,62.9125,27,20.25,175.875,24.5,47.875,0.0198059566544882,0.661754944909067,0.939213564213564,0.78025,3.54775,0.2155,0.2075,0.0785,3.1765,9.02325,0.26875,2.003425,93.566875,30.6925,9.475,404.84375,19.3225,75.35,-0.08,735808.933333333
735809.186111111,21.775,62.8,27,20.375,174.5,23.75,45.375,0.0198050588344974,0.661754944909067,0.933300777812973,0.83025,3.6355,0.28375,0.30225,0.091,3.45,9.29175,0.37475,2.014575,93.8371333333333,29.985,9.41,404.6145,19.47,74.8875,-0.14975,735808.936111111
735809.200682871,21.675,62.875,30,22,175.375,24.75,55.5,0.0196882564928343,0.59378733572282,0.862603305785124,0.87875,3.8875,0.3815,0.26375,0.1005,3.00725,9.093,0.42075,2.147025,89.4807333333333,29.245,10.1625,406.823,19.255,75.1025,0.20075,735808.950682871
735809.203460648,21.55,63.15,30,22,175.125,26,64,0.0196387464266153,0.59378733572282,0.862603305785124,0.8915,3.79325,0.42225,0.28725,0.09975,3.63075,9.41425,0.49,2.147225,88.91815,28.175,11.01,407.53125,18.935,76.24,0.117,735808.953460648
735809.206236979,21.325,63.875,32.75,22.75,176.25,24.5,54.75,0.0195925832510881,0.546019579318227,0.834655847007626,0.8965,4.05,0.56175,0.5045,0.17725,3.40125,9.197,0.683,2.242425,92.474025,30.02,11.5,406.3335,18.88,76.32,0.2155,735808.956236979
735809.209376157,21.1,64.08,33.1,22.4,176.4,26.1,71.1,0.0193854252051591,0.537296331480793,0.847272128398611,0.8966,3.8626,0.327,0.3724,0.1104,3.125,9.2878,0.4368,2.17188,93.17026,28.44,12.606,410.0532,18.586,76.614,0.0422,735808.959376157
735809.21284838,20.88,64.55,27.8,21,176.5,25.2,61,0.0192619281665946,0.642335627998711,0.90458152958153,0.8872,3.8032,0.221,0.2772,0.0908,3.2046,9.0434,0.338,2.06142,97.63546,30.74,12.736,406.415,18.654,76.41,0.1772,735808.96284838
735809.215960648,20.725,65.15,27,21,175.75,24.25,60.25,0.0192665330774761,0.661754944909067,0.90458152958153,0.885,3.94,0.20025,0.2495,0.0695,3.08825,9.2605,0.30075,2.0226,103.400075,29.905,11.9525,411.025,18.695,76.225,-0.07575,735808.965960648
735809.218738426,20.575,65.6375,27,21,179.25,30.75,105.75,0.0192340182157166,0.661754944909067,0.90458152958153,0.84075,3.74,0.20925,0.258,0.0705,2.89625,9.021,0.34475,2.055925,98.347275,22.535,13.385,422.952,18.31,77.47,0.29025,735808.968738426
735809.221516204,20.2625,67.0375,27.75,21,179,31.875,99.625,0.0192517926392127,0.643549335305608,0.90458152958153,0.85425,3.72925,0.26825,0.28525,0.08,3.31425,8.808,0.403,2.142925,94.3137,22.895,15.295,420.0855,18.0075,78.655,-0.0385,735808.971516204
735809.224293981,20.275,67.6,28,21,178.5,29.25,84.375,0.0194418959328406,0.637480798771121,0.90458152958153,0.8785,3.6615,0.28375,0.2825,0.09625,2.8825,9.34425,0.3835,2.101275,97.2569,29.0025,14.83,413.22275,18.08,78.945,0.1295,735808.974293981
735809.227071759,19.9375,68.4625,30.5,22,180.625,37.75,143.625,0.0192752630391902,0.584569606744783,0.862603305785124,0.84325,3.65566666666667,0.508,0.33775,0.13725,3.47775,9.37475,0.6025,2.4302,157.484375,17.9975,16.6475,436.99775,17.7925,79.67,0.16825,735808.977071759
735809.229849537,19.9,69.0125,30,21.5,179.875,37.625,126,0.0193793337854186,0.594467767850379,0.883592417683327,0.809,3.65,0.33675,0.27675,0.12375,3.333,9.02575,0.41925,2.15025,183.789925,17.7775,17.9075,432.9355,17.4625,80.8,-0.05175,735808.979849537
735809.232627315,19.85,69.525,29,21,178.875,35.5,101.75,0.0194849270207793,0.615257399462071,0.90458152958153,0.85175,3.69825,0.397,0.3045,0.1225,3.357,8.973,0.5085,2.124375,195.1031,23.655,18.5375,418.89375,17.5575,81.6725,0.20525,735808.982627315
735809.235405093,19.85,70.55,33.25,21.75,177,27.75,51.25,0.0197706179463263,0.534344073243504,0.873097861734225,0.817666666666667,3.5245,0.35875,0.28275,0.10675,3.30725,8.9575,0.40325,2.172225,340.4944,29.86,17.0875,409.2875,18.3,79.8675,-0.05475,735808.985405093
735809.23818287,20.125,69.5375,33.5,22,177.125,28,53.125,0.0197864049698045,0.529999552769951,0.862603305785124,0.7805,3.5605,0.3165,0.241,0.09425,3.60125,8.7525,0.352,2.1371,417.0789,31.08,15.79,406.323,18.6575,78.2925,-0.05225,735808.98818287
735809.240960648,20.275,68.5375,30.25,21,178.25,32.5,106.25,0.01972492952523,0.588854202798011,0.90458152958153,0.8345,3.71725,0.292,0.247,0.09475,3.2535,8.87875,0.38675,2.04295,250.2481,29.985,15.795,408.92925,18.54,78.195,0.0265,735808.990960648
735809.243738426,19.95,68.6,28.25,21.5,177.875,29.875,103.375,0.0193476420630197,0.631830781997634,0.883592417683327,0.85875,4.04025,0.45425,0.33125,0.11475,2.97025,9.17125,0.6225,2.0974,128.0411,25.9675,15.0175,418.454,18.11,79.0975,0.096,735808.993738426
735809.246516204,19.925,68.975,28.5,22,178.75,34.125,140.5,0.0194161326143818,0.626180765224147,0.862603305785124,0.845,4.24025,0.353,0.305,0.12225,2.78833333333333,8.429,0.62825,2.120525,126.959725,21.66,13.725,425.38125,18.285,78.745,-0.02175,735808.996516204
735809.249293982,19.5875,70.15,28,22,179.875,39.75,162.875,0.0193294586127572,0.637480798771121,0.862603305785124,0.881,3.97,0.40775,0.35775,0.11825,3.177,9.44475,0.597,2.122725,142.618975,20.37,13.655,422.99375,17.555,81.29,0.2405,735808.999293982
735809.252071759,19.65,70.375,27.75,22,178.25,34,135.625,0.0194637737345118,0.643549335305608,0.862603305785124,0.89275,4.2285,0.40525,0.3745,0.15125,2.78625,9.158,0.69775,2.126,119.251875,21.865,12.2325,421.16675,17.9975,79.94,0.14125,735809.002071759
735809.255193287,19.48,70.38,27.8,22,180,44.6,190.5,0.0192619796653147,0.64233562799871,0.862603305785124,0.9658,4.2294,0.4972,0.4592,0.1478,3.3798,10.1916,0.8072,2.25786,108.59878,15.226,13.632,431.5848,17.482,80.816,-0.043,735809.005193287
735809.258317419,19.075,71.875,29,23,180.5,41.75,160,0.0191854129707864,0.614880731677172,0.824275362318841,1.016,3.99825,0.42725,0.356,0.1155,3.496,10.446,0.629,2.27175,102.93665,19.9225,14.0625,422.71875,17.16,82.54,0.262,735809.008317419
735809.26109809,19.3,71.525,28.25,22.25,178.625,35.25,133.25,0.0193894006999727,0.631830781997634,0.853021319918553,0.9885,4.27675,0.43975,0.3855,0.137,3.5815,9.88675,0.71275,2.203675,101.898625,21.2025,13.2525,423.10625,17.905,79.85,0.2415,735809.01109809
735809.263877315,19.1375,70.7875,28,22.75,180.25,43.75,177,0.0189456025838443,0.637480798771121,0.833857348185412,0.969,4.09075,0.4465,0.35575,0.1175,3.27625,9.73175,0.6265,2.2172,102.028125,17.89,14.6575,428.31875,17.44,80.7825,0.04125,735809.013877315
735809.266655093,19.2,71.675,28,22.25,179.25,36.375,135.125,0.0192775134008695,0.637480798771121,0.853021319918553,0.95075,4.02525,0.443,0.3365,0.138666666666667,3.7305,9.894,0.60525,2.1771,98.009375,20.7425,14.7675,423.14175,17.465,81.055,0.255,735809.016655093
735809.26943287,19.1,72.2,28,22.5,179.25,32.125,111.125,0.0192811956626193,0.637480798771121,0.843439334051982,0.94375,3.84825,0.35975,0.323,0.1095,3.8325,9.72825,0.5375,2.160525,94.5984,26.6875,13.7175,412.61425,17.745,80.925,0.39375,735809.01943287
735809.272210648,19.375,70.675,27.5,22,178.125,34.5,142.75,0.019191797490248,0.649617871840094,0.862603305785124,0.9155,4.2675,0.4795,0.366333333333333,0.1175,2.9575,9.4135,0.73275,2.17295,97.979275,18.6375,12.7275,427.29175,18.235,77.7775,-0.01675,735809.022210648
735809.274988426,19.325,71.3,28.75,22.25,180.125,35.625,127.625,0.0193081936488418,0.62053074845066,0.853021319918553,0.97,3.9705,0.56,0.3565,0.1165,3.371,10.26875,0.65625,2.2141,98.99965,22.1325,13.8,424.021,17.4225,81.0525,0.146,735809.024988426
735809.277766204,19.5,69.6125,29.625,22.25,181,43.375,183.625,0.0190997429284424,0.601992885871273,0.853021319918553,0.99025,3.933,0.5585,0.42875,0.1225,2.737,10.99725,0.7085,2.335025,179.3156,11.3675,15.0425,449.706,16.97,81.875,0.218,735809.027766204
735809.280543982,19.0875,71.35,31.25,23.125,182.5,48,179.875,0.019077150638013,0.570326925165635,0.820974900520355,0.978,4.00325,0.6205,0.466,0.14625,3.60175,10.2725,0.876,2.4205,189.48195,17.915,15.5375,434.11425,16.7775,83.79,0.0345,735809.030543982
735809.283323206,18.925,72.775,30.25,22.75,181,40.875,143.5,0.0192380516078141,0.589194418861791,0.833857348185411,0.97775,4.029,0.47775,0.3445,0.1225,3.3025,9.6955,0.644666666666667,2.36565,137.867275,19.135,15.9725,429.154,16.88,83.61,0.2105,735809.033323206
735809.286106771,18.95,71.8125,28,22,182,45.25,170.25,0.0190062780618503,0.637480798771121,0.862603305785124,0.98075,3.93875,0.4735,0.34375,0.09975,3.607,9.824,0.69,2.26605,108.193625,17.5625,17.2825,430.23325,16.925,82.825,0.23125,735809.036106771
735809.288887442,19.05,71.1375,29,22.25,182,45.125,183.75,0.0189452836618176,0.615257399462071,0.853021319918553,0.95425,3.8635,0.642666666666667,0.45,0.16775,3.31675,11.333,0.6995,2.536075,107.9868,12.8125,17.3325,452.3125,16.695,82.885,0.021,735809.038887442
735809.291666667,18.65,71.45,30,22.5,186.625,64.75,261.875,0.0185915478888056,0.59378733572282,0.843439334051982,0.9325,3.8275,0.5775,0.4235,0.1605,2.96825,13.336,0.81,2.73095,110.048925,5.1475,17.84,474.58125,15.7425,85.2375,0.0155,735809.041666667
735809.29478125,17.98,74.61,29.8,22.4,186,61.5,223.7,0.0186234776167425,0.598550360615738,0.847272128398611,0.9138,3.8894,0.412,0.3166,0.1112,3.5148,10.388,0.4952,2.50704,105.8398,13.58,17.242,448.8884,15.756,86.964,0.2866,735809.04478125
735809.298253472,18.14,75.5,28.4,22,183.2,46.4,162.7,0.0189782412264269,0.628440771933542,0.862603305785124,0.9316,3.834,0.5946,0.4784,0.1414,4.0252,9.9474,0.8416,2.29476,152.6059,21.736,16.89,428.24,16.476,85.864,-0.0118,735809.048253472
735809.301378762,18.275,75.3,38.5,28.125,183.25,45.625,170.125,0.0191102194991233,0.464215826135574,0.676823859200908,0.8975,3.8575,4.4745,1.7585,0.29525,3.59125,11.1835,5.51125,2.925175,179.4632,17.115,18.225,441.18325,17.0775,82.8575,0.0795,735809.051378762
735809.304166667,18.35,75.2625,36.75,27.25,183,45.125,152.875,0.0191808679588281,0.484813727887975,0.69836628888353,0.86375,3.76366666666667,1.1535,0.47425,0.127,3.779,9.40425,1.22825,2.4158,107.5209,18.4975,18.8275,431.54175,16.905,83.345,0.3055,735809.054166667
735809.307290509,18.78,75.61,29.8,22.2,177.4,27.6,57.8,0.0198347474617308,0.59800601491369,0.854937717091867,0.8308,3.74,0.354,0.268,0.0986,3.6546,9.1668,0.4722,2.11876,118.50466,30.28,15.512,405.1782,17.692,82.41,0.107,735809.057290509
735809.310409433,19.175,71.4875,28,22,179.75,35.125,131.375,0.0191790495355723,0.637480798771121,0.862603305785124,0.8115,3.75075,0.3735,0.35825,0.1065,3.65825,9.86325,0.52775,2.18665,114.03425,26.6975,15.5,412.82725,17.8275,81.39,0.11375,735809.060409433
735809.313192998,18.925,73,28.5,22,180.625,36.75,125.625,0.0192840751315269,0.626180765224147,0.862603305785124,0.823333333333333,3.80725,0.332,0.26975,0.0965,3.52325,10.05725,0.4295,2.1833,106.575825,21.9325,17.3925,421.00625,17.51,81.625,0.045,735809.063192998
735809.315970776,18.875,72.525,27.5,21.625,181.25,38,146.875,0.0190997284471407,0.649617871840094,0.878223109988438,0.8745,3.78125,0.55125,0.3595,0.11325,3.43075,9.74925,0.711,2.3052,105.5055,17.7275,18.235,435.525,17.2575,82.0225,0.1155,735809.065970776
735809.31875,18.6,73.2625,29.5,22.25,183.625,43.625,157.375,0.0189579431026843,0.604334033699996,0.853021319918553,0.949,4.10375,0.72125,0.54175,0.21,3.06125,11.70025,0.914,2.433575,109.75905,15.2025,19.1875,451.06875,16.695,83.4,0.9445,735809.06875
735809.321527778,18.5,74.425,33.625,24.25,184.875,50.625,197,0.0191703242714662,0.530704082574445,0.781763285024155,1.08575,4.422,0.95725,0.6315,0.2315,2.98625,11.69925,1.139,2.806875,157.512625,10.39,18.775,462.67475,16.41,84.6525,0.717666666666667,735809.071527778
735809.324305556,18.425,75.15,35.5,25,184.875,56.75,212.5,0.0192532393807999,0.499118165784832,0.756818181818182,1.09675,4.31975,0.86625,0.6215,0.228,3.53166666666667,11.8,1.1435,2.916575,188.0671,10.76,17.9775,462.275,16.1875,85.805,1.06225,735809.074305556
735809.327083333,18.4,75.55,35.75,25,184.375,53.625,190.75,0.0193189652524167,0.495477043864141,0.756818181818182,1.07625,4.35525,0.879,0.6545,0.235,3.2325,11.7575,1.20825,2.9755,194.698525,13.2,16.745,458.5315,16.1175,86.355,1.02325,735809.077083333
735809.329865451,18.275,75.6375,36.25,25.5,183.75,54.125,200.5,0.0191966072919918,0.488588434824994,0.741899766899767,1.03125,4.25925,0.8525,0.647,0.27475,3.16575,11.876,1.16575,3.085625,180.004175,11.565,15.6975,461.42725,16.0175,86.6125,1.10575,735809.079865451
735809.332622975,18,75,35.5,26,185.875,64,241.375,0.0187194637971039,0.499118165784832,0.726981351981352,1.04425,4.40575,0.79425,0.59375,0.2315,2.8735,11.636,1.2,3.0424,163.5546,9.6475,15.6125,470.873,15.825,86.7175,1.83375,735809.082622975
735809.335769676,17.96,75.83,36,26,186.6,65,229.3,0.018867670510807,0.491835921943449,0.726981351981352,1.019,4.6488,0.8854,0.734,0.2796,3.1356,12.6616,1.2288,3.09748,161.0822,9.654,15.708,471.095,15.812,87.162,1.6492,735809.085769676
735809.338888889,18,76.425,36,26,186.75,62.5,223.5,0.0190510893025684,0.491835921943449,0.726981351981352,1.03,4.3475,0.74625,0.572,0.2205,3.1205,11.64875,1.039,3.2213,180.8402,10.9175,15.445,466.97275,15.75,87.565,1.757,735809.088888889
735809.341666667,18,77,35.25,25.25,183.625,49.75,161.75,0.019213226232803,0.502759287705524,0.749358974358974,1.10025,4.2615,0.56675,0.48625,0.15825,3.108,11.19825,0.81725,3.176225,189.530725,17.4225,14.6275,450.748,15.985,87.6275,1.90075,735809.091666667
735809.344451678,18.15,75.9625,34.75,24.5,183.875,43.375,139,0.0191306647428324,0.510255715189302,0.772979797979798,0.99225,4.06025,0.42625,0.44075,0.165666666666667,2.92375,10.17125,0.765,3.1425,165.88705,19.625,13.835,448.0145,16.41,86.09,0.97075,735809.094451678
735809.347203414,18.35,74.375,31.75,23.5,182.75,39.25,122.5,0.0189587821366133,0.560460659316018,0.806708388230127,1.01575,3.94675,0.38175,0.357,0.13175,3.02125,10.03675,0.72075,2.759975,142.434625,20.19,13.505,445.123,16.4825,84.4,1.16325,735809.097203414
735809.349988426,18.3,74.8,30.25,23,182.75,34.75,103,0.019023238603846,0.588854202798011,0.824275362318841,1.12975,3.9605,0.4085,0.341666666666667,0.12675,3.294,10.519,0.6805,2.633775,118.9559,23.4625,12.855,438.83325,16.6025,84.5925,0.9765,735809.099988426
735809.352764757,18.425,74.7375,30,23.25,182,32.75,96,0.0191249839960251,0.59378733572282,0.815491875274484,1.219,4.1445,0.48025,0.36125,0.12775,3.34675,11.398,0.80375,2.678275,110.38605,23.34,12.045,440.33975,16.7025,84.0075,1.2575,735809.102764757
735809.366655093,18.5,73.45,30,24,181.625,32.5,101.875,0.0189064829505095,0.59378733572282,0.789141414141414,1.14525,3.9495,0.682333333333333,0.443,0.13925,3.078,10.95425,0.9775,2.520125,102.720066666667,23.2125,9.9725,436.32925,16.5125,83.9925,0.592,735809.116655093
735809.36943287,18.5,73.3375,30,24,181,33,105.5,0.018877524756746,0.59378733572282,0.789141414141414,1.1505,3.91175,0.68375,0.439,0.157,2.8665,10.6875,0.984,2.51755,100.223625,22.035,9.7925,437.85,16.3475,84.5375,0.703,735809.11943287
735809.372210648,18.55,73.45,30,24,181.75,34,120.75,0.0189442804612249,0.59378733572282,0.789141414141414,1.0955,3.96475,0.7725,0.47625,0.1505,2.7345,11.19275,1.05875,2.579275,102.28505,20.7775,9.5925,440.4875,16.1175,85.1275,0.507,735809.122210648
735809.374988426,18.6,73.1875,30.375,24.25,181.5,35.75,135.25,0.0189552241579117,0.58634720081983,0.781060606060606,1.05125,4.0755,1.36375,0.72975,0.26875,2.80375,11.81375,1.59675,2.667025,104.0788,19.125,9.6225,443.24175,15.8975,86.1375,0.59325,735809.124988426
735809.377766204,18.475,74.175,31.25,25.5,183,39.625,161.875,0.0190631867735742,0.569429991906579,0.741899766899767,1.039,4.16775,1.6655,0.81075,0.3005,2.97225,11.97225,1.89925,2.7366,120.75145,16.4225,10.25,445.69775,15.81,86.7525,0.65925,735809.127766204
735809.380543981,18.25,74.95,31.5,26,182.5,43.5,178.875,0.0189793120958361,0.564805179789571,0.726981351981352,1.02125,3.99866666666667,1.562,0.7435,0.2705,3.1585,11.77425,1.7825,2.756425,128.03765,15.4475,11.035,447.38125,15.71,87.3,0.63275,735809.130543981
735809.383321759,18.3,75.25,31,25,183.5,45.875,186.125,0.0191105779030251,0.574054804023587,0.756818181818182,1.00125,4.1725,1.1965,0.629,0.21375,3.28625,11.0785,1.528,2.756425,124.22115,14.975,11.325,450.00625,15.685,87.8375,0.58675,735809.133321759
735809.386099537,18.15,76.6125,31,25,184,43.75,173.5,0.0192801931063593,0.574054804023587,0.756818181818182,0.9945,4.1275,0.9055,0.52725,0.17475,3.1115,11.05725,1.274,2.777025,111.521725,16.495,10.885,451.6605,15.835,88.2075,0.7385,735809.136099537
735809.388877315,18.15,76.6375,31,24,183.75,43.75,176.75,0.0193225197158717,0.574054804023587,0.789141414141414,1.06366666666667,4.08725,0.808,0.48225,0.1595,2.742,11.55525,1.2225,2.8111,105.872375,15.97,10.3325,454.0875,15.7975,88.1725,0.86875,735809.138877315
735809.391659433,18.15,77.2375,31,24,184.875,42,166.5,0.0194486676749409,0.574054804023587,0.789141414141414,1.05825,4.06675,0.77725,0.4645,0.14625,2.95925,12.12875,1.15425,2.816825,106.7022,17.1025,9.895,453.925,15.8875,88.345,0.96625,735809.141659433
735809.394442998,18.2,76.725,31,24,184.625,42.875,171.875,0.0193871289511985,0.574054804023587,0.789141414141414,0.99775,4.125,0.785,0.444,0.1415,2.94725,12.033,1.14625,2.844475,103.8677,16.345,9.86,456.0125,15.805,88.335,1.01375,735809.144442998
735809.397222222,18.275,76.725,31,24,183.75,42.25,168.75,0.0194661308306534,0.574054804023587,0.789141414141414,1.05625,4.1635,0.92975,0.45675,0.15525,3.087,11.89125,1.24825,2.862875,104.01995,16.48,9.8225,456.54375,15.78,88.46,0.835666666666667,735809.147222222
735809.4,17.975,77.0625,31.75,24.5,185.5,42.75,172.125,0.019198685546937,0.560180367672563,0.772979797979798,1.012,4.1415,0.7895,0.4125,0.1395,3.2165,11.928,1.09475,2.88105,107.7432,16.3425,9.74,457.8,15.725,88.455,0.92275,735809.15
735809.402777778,17.95,76.3,30.5,24,186,45.5,189.875,0.0190052996699757,0.583921069873203,0.789141414141414,1.00675,4.26925,0.68175,0.4345,0.1235,3.20966666666667,11.797,0.9685,2.866475,103.280625,14.3375,9.6625,461.78125,15.385,88.525,0.93225,735809.152777778
735809.405555556,17.8,76.1,30,24,185,47,194.875,0.018745169085843,0.59378733572282,0.789141414141414,0.9645,4.4385,0.6355,0.38875,0.11825,2.68475,10.85625,0.94825,2.787875,99.290475,13.82,9.7475,459.00225,15.175,88.775,0.703,735809.155555556
735809.408337674,17.725,76.0125,30,24,184.5,47.25,198.875,0.0186408900911928,0.59378733572282,0.789141414141414,0.937,4.5975,0.8755,0.46425,0.13925,2.7625,10.85125,1.27325,2.77135,101.759625,13.185,9.6275,458.12725,15.0325,88.8,0.5725,735809.158337674
735809.411095197,17.55,76.3125,31,24.75,185,48.75,207.5,0.0185287168728868,0.574363124831387,0.76489898989899,0.90125,4.60325,1.09225,0.5075,0.14225,2.831,10.7395,1.4935,2.785775,105.571175,13.1325,9.5025,455.6645,14.92,88.9675,0.585,735809.161095197
735809.413877315,17.625,75.5,30.75,24.5,184.75,52.5,229.5,0.0183923767378236,0.579296257756195,0.772979797979798,0.87375,4.6665,0.8855,0.434,0.14825,2.471,10.74275,1.261,2.8104,106.334025,10.28,9.715,462.23325,14.8075,89.0725,0.61375,735809.163877315
735809.416655093,17.35,76.5,30,24,186.125,53.5,226.375,0.0183094159074443,0.59378733572282,0.789141414141414,0.87425,4.516,0.668,0.37625,0.1265,2.726,11.41425,1.0475,2.83015,105.3346,11.57,10.175,461.02525,14.765,89.0875,0.758,735809.166655093
735809.41943287,17.2,77.725,29.75,24,185.375,54,227.25,0.0184381517548878,0.599060684711408,0.789141414141414,0.87675,4.45425,0.65325,0.39525,0.126333333333333,2.6,11.84,1.0135,2.862425,102.948525,10.1825,10.85,465.5625,14.7,89.2,0.695,735809.16943287
735809.422210648,17.275,78.1125,30,23.25,185.875,51.25,209.625,0.0186093367213592,0.59378733572282,0.815491875274484,0.948,4.49725,0.66725,0.39625,0.1225,2.65075,11.9735,1.0295,2.868525,101.186,11.805,11.1725,461.39375,14.7575,89.3825,0.778,735809.172210648
735809.424994213,17.425,77.325,30,23,185.375,49.5,207.625,0.0186035560453339,0.59378733572282,0.824275362318841,0.884,4.57625,0.66375,0.37525,0.11925,2.993,11.69875,0.976,2.864275,101.0627,11.4975,11.0525,463.2875,14.8025,89.5175,0.74725,735809.174994213
735809.427777778,17.1,77.575,29.75,23.75,187.25,56,234.75,0.0182805615728734,0.599060684711408,0.797924901185771,0.89625,4.5535,0.61425,0.357,0.12225,2.6595,11.83775,1.008,2.875325,97.419275,10.43,11.6425,466.82275,14.6925,89.5575,0.6715,735809.177777778
735809.430898148,17,78.5,29.4,23,186.3,57.5,222.5,0.0183675281255782,0.606443373295431,0.824275362318841,0.972,4.3622,0.5828,0.3726,0.1144,3.199,11.4004,0.8546,2.77006,100.0834,12.924,12.462,457.26,14.694,89.766,0.826,735809.180898148
735809.434027778,17.275,79.175,30.75,23.25,184.375,42.75,165.5,0.0188756683569205,0.579296257756195,0.815491875274484,0.9555,4.2095,0.70675,0.40825,0.13975,3.08875,12.513,0.96,2.748525,116.580075,15.0825,11.8275,454.202,15.01,89.965,0.681,735809.184027778
735809.437140046,16.94,77.24,30,24,187.8,61.4,253.3,0.0180304304668907,0.594331681424867,0.789141414141414,0.937,4.2958,0.793,0.4268,0.128,3.2352,12.4102,1.06775,2.79678,126.11964,6.862,12.566,474.845,14.486,89.502,0.4726,735809.187140046
735809.440266204,16.75,78.675,29.75,24,187,65.75,244.625,0.0181375778577573,0.599060684711408,0.789141414141414,0.908,4.342,0.813,0.46625,0.153,2.9365,12.17125,1.089,2.701725,136.17685,9.4625,13.645,459.877,14.7375,89.8575,0.478,735809.190266204
735809.443045428,16.775,77.775,30.125,23.5,187.75,73.125,267.5,0.0179531436760627,0.591280333744638,0.806708388230127,0.939,4.2745,0.95375,0.51625,0.15275,3.12825,12.89725,1.197,2.836975,149.967675,4.6525,14.275,475.18725,14.495,89.7425,0.27975,735809.193045428
735809.445833333,16.6,77.675,31.5,24,188.25,83.5,287.75,0.0177314497215205,0.564805179789571,0.789141414141414,0.86725,4.3015,0.887,0.5215,0.15725,2.683,14.2175,1.17225,2.994475,173.685025,3.4025,14.8975,479.17275,14.3,89.5225,0.4815,735809.195833333
